Gene	HCC1143	COLO829	HCC1937	HCC1395	NCI-H1770
RCC2	0.0	0.0	-1.0	unstable_segmentation	1.0
RCCD1	1.0	1.0	unstable_segmentation	unstable_segmentation	0.0
RCHY1	-1.0	1.0	-1.0	unstable_segmentation	-1.0
RCL1	-1.0	-1.0	0.0	1.0	0.0
RCN1	0.0	0.0	-1.0	-1.0	0.0
RCN2	1.0	-1.0	-1.0	0.0	0.0
RCN3	1.0	0.0	1.0	unstable_segmentation	0.0
RCOR3	1.0	1.0	unstable_segmentation	0.0	1.0
RCSD1	1.0	1.0	1.0	0.0	1.0
RCVRN	1.0	0.0	unstable_segmentation	1.0	-1.0
RD3	1.0	1.0	unstable_segmentation	0.0	1.0
RDH11	1.0	0.0	0.0	0.0	-1.0
RDH12	1.0	0.0	0.0	0.0	-1.0
RDH13	1.0	0.0	2.0	unstable_segmentation	0.0
RDH14	-1.0	0.0	0.0	-1.0	0.0
RDH16	2.0	0.0	-1.0	-1.0	-1.0
RDH5	0.0	0.0	-1.0	-1.0	-1.0
RDH8	0.0	0.0	1.0	-1.0	0.0
RDX	-1.0	unstable_segmentation	0.0	unstable_segmentation	0.0
REC114	1.0	-1.0	-1.0	0.0	0.0
REC8	1.0	0.0	1.0	1.0	0.0
RECK	0.0	1.0	0.0	unstable_segmentation	0.0
RECQL	0.0	0.0	1.0	1.0	0.0
RECQL4	2.0	unstable_segmentation	2.0	unstable_segmentation	-1.0
RECQL5	2.0	0.0	unstable_segmentation	1.0	0.0
REEP1	-1.0	0.0	0.0	1.0	0.0
REEP2	1.0	-1.0	1.0	unstable_segmentation	-1.0
REEP4	-1.0	0.0	-1.0	-1.0	-1.0
REEP5	1.0	-1.0	-1.0	-1.0	-1.0
REG1A	-1.0	0.0	0.0	-1.0	0.0
REG1B	-1.0	0.0	0.0	-1.0	0.0
REG3A	-1.0	0.0	0.0	-1.0	0.0
REG3G	-1.0	0.0	0.0	-1.0	0.0
REG4	0.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	unstable_segmentation
REL	0.0	0.0	0.0	0.0	0.0
RELB	1.0	0.0	1.0	-1.0	0.0
RELL1	0.0	-1.0	-1.0	0.0	-1.0
RELL2	1.0	-1.0	1.0	0.0	-1.0
REM2	1.0	0.0	1.0	1.0	0.0
RENBP	0.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	-1.0
REP15	0.0	0.0	0.0	0.0	0.0
REPIN1	-1.0	1.0	unstable_segmentation	unstable_segmentation	1.0
REPS1	1.0	0.0	0.0	0.0	-1.0
REPS2	-1.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	unstable_segmentation
RER1	1.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	1.0
RERE	0.0	0.0	unstable_segmentation	unstable_segmentation	1.0
RERG	0.0	0.0	1.0	1.0	0.0
RERGL	0.0	0.0	1.0	1.0	0.0
RESP18	-1.0	0.0	-1.0	-1.0	-1.0
RET	1.0	unstable_segmentation	1.0	2.0	-1.0
RETN	0.0	0.0	1.0	-1.0	0.0
RETNLB	1.0	1.0	0.0	-1.0	-1.0
RETSAT	-1.0	0.0	0.0	1.0	0.0
REV1	0.0	0.0	0.0	1.0	-1.0
REV3L	1.0	0.0	0.0	0.0	-1.0
REXO2	-1.0	unstable_segmentation	1.0	unstable_segmentation	unstable_segmentation
REXO4	0.0	1.0	1.0	1.0	0.0
RFC1	0.0	-1.0	-1.0	0.0	-1.0
RFC2	-1.0	1.0	unstable_segmentation	unstable_segmentation	1.0
RFC3	-1.0	unstable_segmentation	-1.0	unstable_segmentation	0.0
RFC4	1.0	1.0	2.0	0.0	-1.0
RFC5	0.0	0.0	-1.0	-1.0	-1.0
RFESD	1.0	-1.0	-1.0	-1.0	-1.0
RFK	0.0	1.0	1.0	0.0	0.0
RFNG	2.0	0.0	unstable_segmentation	unstable_segmentation	0.0
RFPL1	2.0	1.0	-1.0	unstable_segmentation	-1.0
RFPL2	2.0	1.0	-1.0	unstable_segmentation	-1.0
RFPL3	2.0	1.0	-1.0	unstable_segmentation	-1.0
RFPL3S	2.0	1.0	-1.0	unstable_segmentation	-1.0
RFPL4A	1.0	0.0	2.0	unstable_segmentation	0.0
RFPL4AL1	1.0	0.0	2.0	unstable_segmentation	0.0
RFPL4B	1.0	0.0	0.0	0.0	-1.0
RFT1	-1.0	1.0	0.0	0.0	-1.0
RFTN2	-1.0	0.0	unstable_segmentation	-1.0	-1.0
RFWD3	0.0	-1.0	1.0	unstable_segmentation	0.0
RFX1	0.0	0.0	unstable_segmentation	1.0	0.0
RFX2	0.0	0.0	1.0	-1.0	0.0
RFX3	-1.0	-1.0	0.0	1.0	0.0
RFX4	0.0	0.0	-1.0	-1.0	-1.0
RFX5	1.0	unstable_segmentation	-1.0	0.0	1.0
RFX6	1.0	0.0	0.0	unstable_segmentation	-1.0
RFX7	1.0	-1.0	-1.0	0.0	0.0
RFX8	0.0	0.0	0.0	unstable_segmentation	-1.0
RFXANK	1.0	0.0	1.0	0.0	0.0
RFXAP	-1.0	unstable_segmentation	-1.0	unstable_segmentation	0.0
RGCC	-1.0	0.0	-1.0	unstable_segmentation	0.0
RGL1	1.0	1.0	0.0	1.0	1.0
RGL2	1.0	0.0	0.0	1.0	-1.0
RGL3	0.0	0.0	1.0	-1.0	0.0
RGL4	2.0	1.0	0.0	unstable_segmentation	-1.0
RGMA	1.0	1.0	unstable_segmentation	1.0	0.0
RGMB	1.0	-1.0	-1.0	-1.0	-1.0
RGP1	0.0	1.0	0.0	unstable_segmentation	0.0
RGPD3	0.0	0.0	0.0	unstable_segmentation	-1.0
RGPD4	0.0	0.0	0.0	unstable_segmentation	-1.0
RGPD5	0.0	0.0	0.0	unstable_segmentation	-1.0
RGPD6	0.0	0.0	0.0	unstable_segmentation	-1.0
RGPD8	0.0	0.0	0.0	unstable_segmentation	-1.0
RGR	0.0	-1.0	-1.0	-1.0	-1.0
RGS1	1.0	1.0	0.0	unstable_segmentation	1.0
RGS10	0.0	-1.0	-1.0	-1.0	-1.0
RGS11	1.0	0.0	0.0	0.0	unstable_segmentation
RGS12	0.0	-1.0	unstable_segmentation	unstable_segmentation	-1.0
RGS13	1.0	1.0	0.0	unstable_segmentation	1.0
RGS14	1.0	-1.0	1.0	0.0	-1.0
RGS16	1.0	1.0	0.0	1.0	1.0
RGS17	1.0	0.0	-1.0	0.0	-1.0
RGS18	1.0	1.0	0.0	unstable_segmentation	1.0
RGS2	1.0	1.0	0.0	unstable_segmentation	1.0
RGS20	2.0	0.0	1.0	unstable_segmentation	-1.0
RGS21	1.0	1.0	0.0	unstable_segmentation	1.0
RGS3	0.0	1.0	1.0	0.0	0.0
RGS4	1.0	1.0	1.0	0.0	1.0
RGS5	1.0	1.0	1.0	0.0	1.0
RGS6	1.0	0.0	0.0	-1.0	-1.0
RGS7	1.0	unstable_segmentation	1.0	0.0	1.0
RGS7BP	1.0	-1.0	-1.0	unstable_segmentation	-1.0
RGS8	1.0	1.0	0.0	1.0	1.0
RGS9	0.0	0.0	0.0	unstable_segmentation	0.0
RGS9BP	1.0	0.0	1.0	0.0	0.0
RGSL1	1.0	1.0	0.0	1.0	1.0
RHAG	1.0	1.0	0.0	1.0	-1.0
RHBDD1	-1.0	0.0	-1.0	unstable_segmentation	-1.0
RHBDD2	-1.0	1.0	unstable_segmentation	1.0	unstable_segmentation
RHBDD3	2.0	1.0	-1.0	unstable_segmentation	-1.0
RHBDF1	1.0	0.0	0.0	unstable_segmentation	unstable_segmentation
RHBDF2	2.0	0.0	unstable_segmentation	1.0	0.0
RHBDL1	1.0	0.0	0.0	0.0	unstable_segmentation
RHBDL2	0.0	0.0	-1.0	unstable_segmentation	1.0
RHBG	1.0	1.0	unstable_segmentation	0.0	1.0
RHCE	0.0	0.0	-1.0	unstable_segmentation	1.0
RHCG	1.0	1.0	-1.0	unstable_segmentation	0.0
RHD	0.0	0.0	-1.0	unstable_segmentation	1.0
RHEB	-1.0	-1.0	unstable_segmentation	unstable_segmentation	1.0
RHEBL1	0.0	0.0	-1.0	-1.0	-1.0
RHNO1	0.0	0.0	1.0	1.0	0.0
RHO	1.0	1.0	unstable_segmentation	1.0	-1.0
RHOA	-1.0	1.0	0.0	0.0	-1.0
RHOB	-1.0	0.0	0.0	-1.0	0.0
RHOBTB1	1.0	-1.0	-1.0	-1.0	-1.0
RHOBTB2	-1.0	0.0	-1.0	-1.0	-1.0
RHOBTB3	1.0	-1.0	-1.0	-1.0	-1.0
RHOC	0.0	-1.0	1.0	-1.0	1.0
RHOF	0.0	0.0	-1.0	-1.0	-1.0
RHOG	0.0	0.0	-1.0	-1.0	0.0
RHOH	0.0	-1.0	-1.0	0.0	-1.0
RHOJ	1.0	0.0	0.0	unstable_segmentation	-1.0
RHOQ	0.0	0.0	0.0	0.0	0.0
RHOT2	1.0	0.0	0.0	0.0	unstable_segmentation
RHOU	1.0	1.0	1.0	0.0	1.0
RHOV	1.0	-1.0	-1.0	-1.0	1.0
RHOXF1	1.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	unstable_segmentation
RHOXF2	1.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	unstable_segmentation
RHOXF2B	1.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	unstable_segmentation
RHPN1	2.0	0.0	unstable_segmentation	unstable_segmentation	-1.0
RHPN2	1.0	0.0	1.0	0.0	0.0
RIBC1	-1.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	unstable_segmentation
RIBC2	2.0	1.0	unstable_segmentation	1.0	-1.0
RIC1	-1.0	-1.0	0.0	1.0	0.0
RIC3	1.0	0.0	-1.0	-1.0	0.0
RIC8B	0.0	0.0	-1.0	-1.0	-1.0
RICTOR	1.0	-1.0	1.0	0.0	-1.0
RIF1	-1.0	0.0	0.0	-1.0	-1.0
RIIAD1	1.0	1.0	-1.0	0.0	1.0
RILP	1.0	0.0	unstable_segmentation	1.0	-1.0
RILPL1	0.0	0.0	-1.0	-1.0	-1.0
RILPL2	0.0	0.0	-1.0	-1.0	-1.0
RIMBP2	1.0	0.0	-1.0	-1.0	-1.0
RIMBP3	2.0	1.0	0.0	-1.0	-1.0
RIMBP3B	2.0	unstable_segmentation	0.0	-1.0	-1.0
RIMBP3C	2.0	unstable_segmentation	0.0	-1.0	-1.0
RIMKLA	0.0	0.0	-1.0	unstable_segmentation	1.0
RIMKLB	0.0	0.0	1.0	unstable_segmentation	0.0
RIMS1	1.0	0.0	0.0	unstable_segmentation	-1.0
RIMS2	2.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	-1.0
RIMS3	0.0	0.0	-1.0	unstable_segmentation	1.0
RIMS4	1.0	1.0	1.0	0.0	0.0
RIN2	2.0	1.0	0.0	-1.0	0.0
RING1	1.0	0.0	0.0	1.0	-1.0
RINL	1.0	0.0	1.0	-1.0	0.0
RIOK1	0.0	1.0	1.0	2.0	-1.0
RIOK2	1.0	-1.0	-1.0	-1.0	-1.0
RIOK3	2.0	0.0	0.0	1.0	0.0
RIPK1	0.0	1.0	unstable_segmentation	2.0	-1.0
RIPK3	1.0	0.0	1.0	1.0	0.0
RIPK4	1.0	0.0	-1.0	-1.0	0.0
RIPPLY1	-1.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	unstable_segmentation
RIPPLY2	1.0	0.0	0.0	-1.0	-1.0
RIPPLY3	1.0	0.0	-1.0	unstable_segmentation	0.0
RIT1	1.0	1.0	unstable_segmentation	0.0	1.0
RIT2	1.0	0.0	-1.0	1.0	0.0
RITA1	0.0	0.0	-1.0	-1.0	-1.0
RLBP1	1.0	1.0	-1.0	unstable_segmentation	0.0
RLF	0.0	0.0	-1.0	0.0	1.0
RLIM	1.0	unstable_segmentation	unstable_segmentation	-1.0	unstable_segmentation
RLN1	-1.0	-1.0	0.0	1.0	0.0
RLN2	-1.0	-1.0	0.0	1.0	0.0
RLN3	0.0	0.0	unstable_segmentation	1.0	0.0
RMDN3	1.0	-1.0	-1.0	-1.0	1.0
RMI1	0.0	1.0	1.0	0.0	0.0
RMI2	1.0	0.0	0.0	unstable_segmentation	unstable_segmentation
RMND1	1.0	0.0	-1.0	0.0	-1.0
RMND5B	1.0	-1.0	1.0	0.0	-1.0
RNASEH1	-1.0	0.0	0.0	unstable_segmentation	0.0
RNASEH2A	0.0	0.0	unstable_segmentation	1.0	0.0
RNASEH2B	-1.0	0.0	unstable_segmentation	-1.0	0.0
RNASEK	1.0	0.0	0.0	1.0	-1.0
RNASEK-C17orf49	1.0	0.0	0.0	1.0	-1.0
RNASEL	1.0	1.0	0.0	1.0	1.0
RNASET2	1.0	0.0	-1.0	unstable_segmentation	-1.0
RND1	0.0	0.0	-1.0	-1.0	-1.0
RND2	-1.0	0.0	unstable_segmentation	-1.0	0.0
RND3	-1.0	0.0	0.0	-1.0	-1.0
RNF10	0.0	0.0	-1.0	-1.0	-1.0
RNF11	1.0	0.0	-1.0	unstable_segmentation	1.0
RNF111	2.0	-1.0	-1.0	0.0	0.0
RNF112	1.0	0.0	unstable_segmentation	unstable_segmentation	-1.0
RNF113A	1.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	unstable_segmentation
RNF113B	-1.0	0.0	2.0	-1.0	0.0
RNF114	1.0	1.0	1.0	0.0	0.0
RNF123	-1.0	1.0	0.0	0.0	-1.0
RNF125	0.0	0.0	-1.0	1.0	0.0
RNF13	1.0	1.0	1.0	unstable_segmentation	-1.0
RNF130	1.0	-1.0	1.0	unstable_segmentation	-1.0
RNF133	0.0	1.0	-1.0	1.0	1.0
RNF138	0.0	0.0	-1.0	1.0	0.0
RNF139	2.0	unstable_segmentation	unstable_segmentation	2.0	-1.0
RNF14	1.0	-1.0	1.0	0.0	-1.0
RNF141	0.0	0.0	-1.0	-1.0	0.0
RNF144A	-1.0	0.0	0.0	unstable_segmentation	0.0
RNF144B	1.0	1.0	1.0	unstable_segmentation	-1.0
RNF145	1.0	-1.0	1.0	0.0	-1.0
RNF146	1.0	0.0	0.0	0.0	-1.0
RNF148	0.0	1.0	-1.0	1.0	1.0
RNF149	0.0	0.0	0.0	unstable_segmentation	-1.0
RNF150	-1.0	1.0	0.0	unstable_segmentation	-1.0
RNF151	1.0	0.0	0.0	0.0	unstable_segmentation
RNF157	2.0	0.0	unstable_segmentation	1.0	0.0
RNF165	1.0	0.0	-1.0	1.0	0.0
RNF166	0.0	-1.0	1.0	unstable_segmentation	unstable_segmentation
RNF167	1.0	0.0	0.0	1.0	-1.0
RNF168	2.0	1.0	2.0	unstable_segmentation	-1.0
RNF169	1.0	0.0	0.0	-1.0	0.0
RNF175	-1.0	1.0	0.0	unstable_segmentation	-1.0
RNF180	1.0	-1.0	-1.0	unstable_segmentation	-1.0
RNF181	-1.0	0.0	0.0	1.0	0.0
RNF182	1.0	1.0	1.0	unstable_segmentation	-1.0
RNF183	0.0	1.0	1.0	0.0	0.0
RNF185	2.0	1.0	-1.0	unstable_segmentation	-1.0
RNF187	1.0	1.0	1.0	0.0	1.0
RNF19B	0.0	0.0	-1.0	0.0	1.0
RNF2	1.0	1.0	0.0	1.0	1.0
RNF20	0.0	1.0	1.0	1.0	0.0
RNF207	1.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	1.0
RNF208	0.0	1.0	1.0	1.0	0.0
RNF212B	1.0	0.0	1.0	1.0	0.0
RNF213	2.0	0.0	unstable_segmentation	unstable_segmentation	0.0
RNF214	-1.0	0.0	1.0	unstable_segmentation	unstable_segmentation
RNF215	2.0	1.0	-1.0	unstable_segmentation	-1.0
RNF216	0.0	1.0	1.0	unstable_segmentation	1.0
RNF217	1.0	0.0	0.0	0.0	-1.0
RNF220	0.0	0.0	-1.0	0.0	1.0
RNF222	1.0	0.0	unstable_segmentation	1.0	-1.0
RNF223	1.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	1.0
RNF224	0.0	1.0	1.0	1.0	0.0
RNF225	1.0	unstable_segmentation	2.0	unstable_segmentation	unstable_segmentation
RNF24	1.0	1.0	1.0	-1.0	0.0
RNF25	-1.0	0.0	-1.0	-1.0	-1.0
RNF26	-1.0	0.0	1.0	unstable_segmentation	unstable_segmentation
RNF31	1.0	0.0	1.0	1.0	0.0
RNF34	0.0	0.0	-1.0	-1.0	-1.0
RNF38	0.0	1.0	0.0	unstable_segmentation	0.0
RNF39	1.0	1.0	unstable_segmentation	unstable_segmentation	-1.0
RNF4	0.0	-1.0	unstable_segmentation	unstable_segmentation	-1.0
RNF40	1.0	0.0	unstable_segmentation	unstable_segmentation	unstable_segmentation
RNF43	2.0	0.0	0.0	-1.0	0.0
RNF44	1.0	-1.0	1.0	0.0	-1.0
RNF5	1.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	-1.0
RNF7	1.0	1.0	unstable_segmentation	unstable_segmentation	-1.0
RNF8	0.0	0.0	0.0	1.0	-1.0
RNFT1	0.0	0.0	0.0	-1.0	0.0
RNFT2	0.0	0.0	-1.0	-1.0	-1.0
RNGTT	1.0	0.0	0.0	unstable_segmentation	-1.0
RNLS	0.0	-1.0	-1.0	-1.0	-1.0
RNMT	1.0	0.0	0.0	unstable_segmentation	0.0
RNPC3	-1.0	-1.0	1.0	unstable_segmentation	1.0
RNPEPL1	-1.0	0.0	-1.0	0.0	-1.0
RNPS1	1.0	0.0	0.0	0.0	unstable_segmentation
ROBO1	-1.0	1.0	unstable_segmentation	unstable_segmentation	-1.0
ROBO2	-1.0	1.0	unstable_segmentation	unstable_segmentation	-1.0
ROBO3	-1.0	0.0	1.0	-1.0	unstable_segmentation
ROBO4	-1.0	0.0	1.0	-1.0	unstable_segmentation
ROCK2	-1.0	0.0	0.0	-1.0	0.0
ROGDI	1.0	0.0	0.0	0.0	unstable_segmentation
ROMO1	2.0	1.0	1.0	0.0	0.0
ROPN1	1.0	1.0	unstable_segmentation	-1.0	-1.0
ROPN1B	1.0	1.0	unstable_segmentation	-1.0	-1.0
ROPN1L	2.0	-1.0	2.0	1.0	-1.0
ROR1	0.0	0.0	-1.0	unstable_segmentation	1.0
ROR2	0.0	1.0	1.0	1.0	0.0
RORA	2.0	-1.0	-1.0	0.0	0.0
RORB	0.0	1.0	unstable_segmentation	0.0	0.0
RORC	1.0	1.0	-1.0	0.0	1.0
ROS1	1.0	0.0	0.0	unstable_segmentation	-1.0
RP1	2.0	0.0	1.0	unstable_segmentation	-1.0
RP9	0.0	1.0	1.0	0.0	1.0
RPA1	1.0	0.0	0.0	1.0	-1.0
RPA2	0.0	0.0	-1.0	0.0	1.0
RPA3	0.0	1.0	1.0	unstable_segmentation	1.0
RPA4	1.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	unstable_segmentation
RPAIN	1.0	0.0	0.0	1.0	-1.0
RPAP1	1.0	-1.0	-1.0	-1.0	1.0
RPAP2	0.0	-1.0	1.0	unstable_segmentation	1.0
RPAP3	0.0	0.0	-1.0	-1.0	-1.0
RPE	-1.0	0.0	0.0	-1.0	-1.0
RPE65	0.0	0.0	-1.0	unstable_segmentation	1.0
RPEL1	0.0	-1.0	-1.0	-1.0	-1.0
RPF1	0.0	0.0	unstable_segmentation	unstable_segmentation	1.0
RPF2	1.0	0.0	0.0	0.0	-1.0
RPGR	-2.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	unstable_segmentation
RPGRIP1	1.0	0.0	unstable_segmentation	1.0	0.0
RPGRIP1L	0.0	-1.0	2.0	unstable_segmentation	0.0
RPH3A	0.0	0.0	-1.0	-1.0	-1.0
RPH3AL	1.0	0.0	unstable_segmentation	1.0	unstable_segmentation
RPL10	0.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	-1.0
RPL10A	1.0	0.0	0.0	1.0	-1.0
RPL10L	1.0	0.0	0.0	unstable_segmentation	-1.0
RPL11	0.0	0.0	-1.0	unstable_segmentation	1.0
RPL12	0.0	1.0	1.0	0.0	0.0
RPL13A	1.0	0.0	1.0	unstable_segmentation	0.0
RPL15	0.0	-1.0	-1.0	0.0	-1.0
RPL18	1.0	0.0	1.0	-1.0	0.0
RPL18A	1.0	0.0	1.0	0.0	0.0
RPL19	-2.0	0.0	1.0	-1.0	0.0
RPL22	1.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	1.0
RPL22L1	2.0	1.0	1.0	0.0	-1.0
RPL23	-2.0	0.0	unstable_segmentation	-1.0	0.0
RPL24	1.0	1.0	0.0	-1.0	-1.0
RPL26	1.0	0.0	unstable_segmentation	1.0	-1.0
RPL26L1	1.0	-1.0	1.0	0.0	-1.0
RPL27	-1.0	0.0	unstable_segmentation	-1.0	0.0
RPL27A	1.0	0.0	-1.0	-1.0	0.0
RPL28	1.0	0.0	2.0	unstable_segmentation	0.0
RPL29	-1.0	1.0	0.0	0.0	-1.0
RPL3	2.0	1.0	unstable_segmentation	1.0	-1.0
RPL31	0.0	0.0	0.0	1.0	-1.0
RPL34	-1.0	1.0	0.0	unstable_segmentation	-1.0
RPL35	0.0	1.0	1.0	0.0	0.0
RPL35A	2.0	unstable_segmentation	2.0	unstable_segmentation	-1.0
RPL36	0.0	0.0	unstable_segmentation	-1.0	0.0
RPL36A	-1.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	unstable_segmentation
RPL36A-HNRNPH2	-1.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	unstable_segmentation
RPL36AL	1.0	0.0	0.0	unstable_segmentation	-1.0
RPL37	1.0	-1.0	1.0	0.0	-1.0
RPL37A	-1.0	0.0	-1.0	-1.0	-1.0
RPL38	2.0	0.0	unstable_segmentation	unstable_segmentation	0.0
RPL39	1.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	unstable_segmentation
RPL39L	1.0	1.0	2.0	0.0	-1.0
RPL3L	1.0	0.0	0.0	0.0	unstable_segmentation
RPL4	1.0	-1.0	-1.0	0.0	0.0
RPL41	0.0	0.0	-1.0	-1.0	-1.0
RPL5	0.0	-1.0	1.0	unstable_segmentation	1.0
RPL6	0.0	0.0	-1.0	-1.0	-1.0
RPL7A	0.0	1.0	1.0	1.0	0.0
RPL7L1	1.0	0.0	1.0	unstable_segmentation	-1.0
RPL8	2.0	unstable_segmentation	2.0	unstable_segmentation	-1.0
RPL9	0.0	-1.0	-1.0	0.0	-1.0
RPLP0	0.0	0.0	-1.0	-1.0	-1.0
RPLP1	1.0	-1.0	-1.0	0.0	0.0
RPLP2	0.0	0.0	-1.0	-1.0	0.0
RPN1	1.0	1.0	unstable_segmentation	1.0	-1.0
RPN2	2.0	1.0	1.0	0.0	0.0
RPP14	-1.0	1.0	-1.0	unstable_segmentation	-1.0
RPP21	1.0	1.0	unstable_segmentation	unstable_segmentation	-1.0
RPP25	1.0	-1.0	-1.0	0.0	0.0
RPP25L	0.0	1.0	0.0	unstable_segmentation	0.0
RPP30	0.0	-1.0	-1.0	-1.0	-1.0
RPP38	2.0	0.0	-1.0	-1.0	-1.0
RPP40	0.0	1.0	unstable_segmentation	2.0	-1.0
RPRD1A	0.0	0.0	-1.0	1.0	0.0
RPRD1B	2.0	1.0	1.0	0.0	0.0
RPRM	-1.0	0.0	0.0	-1.0	-1.0
RPS10	1.0	0.0	0.0	1.0	-1.0
RPS10-NUDT3	1.0	0.0	0.0	1.0	-1.0
RPS11	1.0	0.0	1.0	unstable_segmentation	0.0
RPS12	1.0	0.0	0.0	0.0	-1.0
RPS13	0.0	0.0	-1.0	-1.0	0.0
RPS14	1.0	-1.0	1.0	0.0	-1.0
RPS15A	1.0	0.0	0.0	unstable_segmentation	unstable_segmentation
RPS16	1.0	0.0	2.0	-1.0	0.0
RPS17	1.0	-1.0	unstable_segmentation	unstable_segmentation	0.0
RPS18	1.0	0.0	0.0	1.0	-1.0
RPS19	1.0	0.0	1.0	-1.0	0.0
RPS19BP1	2.0	1.0	unstable_segmentation	1.0	-1.0
RPS2	1.0	0.0	0.0	0.0	unstable_segmentation
RPS20	2.0	0.0	1.0	unstable_segmentation	-1.0
RPS23	1.0	-1.0	-1.0	-1.0	-1.0
RPS24	0.0	-1.0	-1.0	-1.0	-1.0
RPS25	-1.0	0.0	1.0	unstable_segmentation	unstable_segmentation
RPS26	0.0	0.0	-1.0	-1.0	-1.0
RPS27	1.0	unstable_segmentation	0.0	0.0	1.0
RPS27A	0.0	0.0	0.0	0.0	0.0
RPS27L	2.0	-1.0	-1.0	0.0	0.0
RPS28	0.0	0.0	1.0	-1.0	0.0
RPS29	1.0	0.0	0.0	unstable_segmentation	-1.0
RPS3	1.0	0.0	0.0	-1.0	0.0
RPS3A	-1.0	1.0	0.0	unstable_segmentation	-1.0
RPS5	1.0	unstable_segmentation	2.0	unstable_segmentation	unstable_segmentation
RPS6KA1	0.0	0.0	-1.0	unstable_segmentation	1.0
RPS6KA2	1.0	0.0	-1.0	unstable_segmentation	-1.0
RPS6KA3	-1.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	unstable_segmentation
RPS6KA5	1.0	0.0	0.0	1.0	-1.0
RPS6KA6	1.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	unstable_segmentation
RPS6KB1	0.0	0.0	0.0	-1.0	0.0
RPS6KC1	2.0	1.0	unstable_segmentation	0.0	1.0
RPS6KL1	1.0	0.0	0.0	-1.0	-1.0
RPS7	-1.0	0.0	0.0	unstable_segmentation	0.0
RPS8	0.0	0.0	-1.0	0.0	1.0
RPS9	1.0	0.0	2.0	1.0	0.0
RPTN	1.0	1.0	-1.0	0.0	1.0
RPTOR	2.0	0.0	unstable_segmentation	unstable_segmentation	0.0
RPUSD1	1.0	0.0	0.0	0.0	unstable_segmentation
RPUSD2	1.0	-1.0	-1.0	-1.0	1.0
RPUSD3	2.0	-1.0	unstable_segmentation	unstable_segmentation	-1.0
RPUSD4	-1.0	0.0	1.0	-1.0	unstable_segmentation
RRAD	0.0	-1.0	1.0	2.0	0.0
RRAGB	-1.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	unstable_segmentation
RRAGC	0.0	0.0	-1.0	unstable_segmentation	1.0
RRAGD	1.0	0.0	0.0	unstable_segmentation	-1.0
RRAS	1.0	0.0	1.0	unstable_segmentation	0.0
RRAS2	0.0	0.0	-1.0	-1.0	0.0
RRBP1	2.0	1.0	0.0	-1.0	0.0
RREB1	0.0	1.0	unstable_segmentation	2.0	-1.0
RRH	-1.0	1.0	0.0	unstable_segmentation	-1.0
RRM1	0.0	0.0	-1.0	-1.0	0.0
RRM2	-1.0	0.0	0.0	unstable_segmentation	0.0
RRM2B	2.0	0.0	unstable_segmentation	unstable_segmentation	-1.0
RRNAD1	1.0	1.0	unstable_segmentation	0.0	1.0
RRP12	0.0	-1.0	-1.0	-1.0	-1.0
RRP15	2.0	1.0	1.0	0.0	1.0
RRP36	1.0	0.0	1.0	unstable_segmentation	-1.0
RRP7A	2.0	1.0	unstable_segmentation	1.0	-1.0
RRP8	1.0	0.0	-1.0	-1.0	0.0
RRP9	-1.0	1.0	0.0	0.0	-1.0
RRS1	2.0	0.0	1.0	unstable_segmentation	-1.0
RS1	-1.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	unstable_segmentation
RSAD2	-1.0	0.0	0.0	unstable_segmentation	0.0
RSBN1	0.0	-1.0	1.0	-1.0	1.0
RSBN1L	-1.0	1.0	-1.0	1.0	1.0
RSC1A1	0.0	0.0	unstable_segmentation	unstable_segmentation	1.0
RSF1	1.0	0.0	0.0	-1.0	0.0
RSL1D1	1.0	0.0	0.0	unstable_segmentation	unstable_segmentation
RSL24D1	1.0	-1.0	-1.0	-1.0	0.0
RSPH10B	0.0	1.0	1.0	unstable_segmentation	1.0
RSPH10B2	0.0	1.0	1.0	unstable_segmentation	1.0
RSPH14	2.0	-1.0	0.0	unstable_segmentation	-1.0
RSPH3	1.0	0.0	-1.0	0.0	-1.0
